state,District,MPCE_URP,MPCE_MRP,state_1
22,2,896.25,935.98,CHTSD
22,2,1460.43,1106.57,CHTSD
22,1,2102.8,1567.97,CHTSD
22,1,4082.0,4083.23,CHTSD
22,1,837.0,809.65,CHTSD
22,1,666.5,689.86,CHTSD
22,1,578.0,516.95,CHTSD
22,1,1402.4,916.84,CHTSD
22,1,542.25,424.94,CHTSD
22,1,690.0,571.66,CHTSD
22,3,2799.0,2726.83,CHTSD
22,3,1851.0,1948.69,CHTSD
22,3,2111.67,2061.01,CHTSD
22,3,568.33,584.44,CHTSD
22,3,3169.0,2986.34,CHTSD
22,3,2269.33,2304.81,CHTSD
22,3,1708.0,1698.2,CHTSD
22,3,836.4,864.92,CHTSD
22,15,728.25,845.17,CHTSD
22,15,862.2,1036.56,CHTSD
22,15,592.75,688.85,CHTSD
22,15,684.17,706.33,CHTSD
22,15,741.0,781.27,CHTSD
22,15,1519.67,1366.06,CHTSD
22,15,583.0,632.73,CHTSD
22,15,1063.0,863.27,CHTSD
22,15,698.83,744.83,CHTSD
22,15,1023.33,972.97,CHTSD
22,15,1949.2,1817.58,CHTSD
22,15,626.75,681.27,CHTSD
22,15,595.2,648.71,CHTSD
22,15,5176.0,2656.27,CHTSD
22,15,1391.67,1547.69,CHTSD
22,15,364.0,431.03,CHTSD
22,17,2543.67,1668.48,CHTSD
22,17,1052.0,896.46,CHTSD
22,17,1048.29,787.21,CHTSD
22,17,2708.0,2440.19,CHTSD
22,17,642.57,605.81,CHTSD
22,17,634.67,648.84,CHTSD
22,17,816.17,740.81,CHTSD
22,17,671.0,574.29,CHTSD
22,14,1846.8,4720.8,CHTSD
22,14,1998.0,1701.37,CHTSD
22,14,690.0,735.24,CHTSD
22,14,655.75,762.68,CHTSD
22,14,1091.11,1247.52,CHTSD
22,14,607.5,773.56,CHTSD
22,14,545.0,656.51,CHTSD
22,14,837.33,905.36,CHTSD
22,16,3070.4,3084.26,CHTSD
22,16,2811.67,3027.25,CHTSD
22,16,1243.75,1013.52,CHTSD
22,16,2452.38,1632.67,CHTSD
22,16,539.0,611.04,CHTSD
22,16,481.0,530.97,CHTSD
22,16,565.25,641.07,CHTSD
22,16,570.0,673.01,CHTSD
22,15,22058.33,11434.53,CHTSD
22,15,720.0,772.88,CHTSD
22,15,1156.0,1182.35,CHTSD
22,15,441.0,505.82,CHTSD
22,15,1611.33,1693.28,CHTSD
22,15,563.0,627.71,CHTSD
22,15,579.25,664.11,CHTSD
22,15,524.0,558.08,CHTSD
22,14,1352.0,1530.18,CHTSD
22,14,249.17,268.07,CHTSD
22,14,654.25,793.1,CHTSD
22,14,936.0,871.08,CHTSD
22,14,629.33,677.83,CHTSD
22,14,5321.0,4607.03,CHTSD
22,14,399.2,400.17,CHTSD
22,14,368.33,499.84,CHTSD
22,1,914.11,1075.14,CHTSD
22,1,999.88,1046.65,CHTSD
22,1,1201.67,1277.57,CHTSD
22,1,1637.0,1687.99,CHTSD
22,1,918.67,1019.26,CHTSD
22,1,771.5,816.03,CHTSD
22,1,1446.0,1330.97,CHTSD
22,1,911.0,922.98,CHTSD
22,13,2080.44,1472.39,CHTSD
22,13,702.0,811.32,CHTSD
22,13,678.25,792.09,CHTSD
22,13,451.43,517.59,CHTSD
22,13,2177.6,2380.09,CHTSD
22,13,729.4,951.54,CHTSD
22,13,1357.0,2058.75,CHTSD
22,13,739.86,847.43,CHTSD
22,15,1048.55,1386.88,CHTSD
22,15,1875.0,1942.36,CHTSD
22,15,1888.0,7362.79,CHTSD
22,15,686.67,892.42,CHTSD
22,15,1367.88,1508.92,CHTSD
22,15,1342.33,1444.39,CHTSD
22,15,687.5,1009.69,CHTSD
22,15,565.25,634.5,CHTSD
22,14,870.29,758.68,CHTSD
22,14,602.8,666.72,CHTSD
22,14,573.0,656.63,CHTSD
22,14,409.5,459.33,CHTSD
22,14,464.8,472.53,CHTSD
22,14,557.0,617.0,CHTSD
22,14,518.56,547.19,CHTSD
22,14,666.25,664.66,CHTSD
22,15,1243.5,2674.08,CHTSD
22,15,440.67,472.22,CHTSD
22,15,705.0,633.73,CHTSD
22,15,537.0,492.21,CHTSD
22,15,375.8,424.9,CHTSD
22,15,427.6,419.22,CHTSD
22,15,703.75,634.06,CHTSD
22,15,468.5,512.63,CHTSD
22,13,2437.8,2968.31,CHTSD
22,13,829.75,773.64,CHTSD
22,13,615.0,698.67,CHTSD
22,13,930.5,1023.6,CHTSD
22,13,455.0,522.79,CHTSD
22,13,433.0,505.33,CHTSD
22,13,1061.0,727.85,CHTSD
22,13,571.86,393.18,CHTSD
22,15,867.75,882.42,CHTSD
22,15,870.8,490.2,CHTSD
22,15,398.1,373.44,CHTSD
22,15,465.83,479.96,CHTSD
22,15,1022.0,1060.64,CHTSD
22,15,663.2,615.39,CHTSD
22,15,592.5,697.29,CHTSD
22,15,462.5,489.78,CHTSD
22,14,3506.83,2599.34,CHTSD
22,14,548.0,653.21,CHTSD
22,14,989.0,764.14,CHTSD
22,14,1380.0,1198.24,CHTSD
22,14,6271.67,6689.25,CHTSD
22,14,759.5,851.62,CHTSD
22,14,531.5,632.8,CHTSD
22,14,474.5,457.51,CHTSD
22,12,730.6,880.02,CHTSD
22,12,884.67,1014.26,CHTSD
22,12,702.29,814.0,CHTSD
22,12,1119.0,1271.47,CHTSD
22,12,1387.6,1419.68,CHTSD
22,12,401.33,458.87,CHTSD
22,12,811.0,951.14,CHTSD
22,12,958.83,1130.34,CHTSD
22,16,1217.5,1069.25,CHTSD
22,16,1017.67,960.79,CHTSD
22,16,543.5,519.0,CHTSD
22,16,421.5,495.47,CHTSD
22,16,1182.6,1872.85,CHTSD
22,16,829.33,1045.5,CHTSD
22,16,754.0,787.6,CHTSD
22,16,472.4,494.24,CHTSD
22,12,786.5,696.41,CHTSD
22,12,568.5,584.94,CHTSD
22,12,1086.25,907.04,CHTSD
22,12,664.2,660.86,CHTSD
22,12,940.0,789.25,CHTSD
22,12,591.0,723.33,CHTSD
22,12,614.5,647.17,CHTSD
22,12,705.0,771.58,CHTSD
22,3,1335.88,1402.83,CHTSD
22,3,1204.0,1148.42,CHTSD
22,3,677.25,770.3,CHTSD
22,3,597.0,473.73,CHTSD
22,3,849.0,669.09,CHTSD
22,3,937.0,1010.58,CHTSD
22,3,570.17,639.32,CHTSD
22,3,583.67,625.31,CHTSD
22,2,931.8,1075.85,CHTSD
22,2,1440.17,1535.21,CHTSD
22,2,952.67,1064.45,CHTSD
22,2,1310.6,1238.21,CHTSD
22,2,1269.0,1085.35,CHTSD
22,2,1053.0,1183.12,CHTSD
22,2,945.0,848.97,CHTSD
22,2,704.83,602.55,CHTSD
22,2,1351.0,1430.87,CHTSD
22,2,1036.78,967.43,CHTSD
22,2,652.5,658.29,CHTSD
22,2,1287.8,1247.98,CHTSD
22,2,770.0,819.09,CHTSD
22,2,727.88,726.5,CHTSD
22,2,860.33,800.53,CHTSD
22,2,1203.0,924.44,CHTSD
22,2,1456.0,1512.52,CHTSD
22,2,645.14,618.42,CHTSD
22,2,537.5,510.83,CHTSD
22,2,965.83,810.16,CHTSD
22,2,3187.0,2449.12,CHTSD
22,2,1149.67,891.93,CHTSD
22,2,624.67,687.78,CHTSD
22,2,1043.17,651.37,CHTSD
22,1,1200.2,1134.94,CHTSD
22,1,924.33,931.96,CHTSD
22,1,1937.67,1598.13,CHTSD
22,1,1540.75,1538.66,CHTSD
22,1,1965.67,1848.78,CHTSD
22,1,728.75,721.01,CHTSD
22,1,910.5,873.33,CHTSD
22,1,556.67,497.39,CHTSD
22,2,735.5,902.49,CHTSD
22,2,528.25,584.11,CHTSD
22,2,1023.5,941.21,CHTSD
22,2,742.43,656.86,CHTSD
22,2,798.75,850.53,CHTSD
22,2,3848.0,4637.3,CHTSD
22,2,499.5,550.99,CHTSD
22,2,664.67,728.5,CHTSD
22,2,1678.0,1820.14,CHTSD
22,2,1291.5,1224.29,CHTSD
22,2,692.0,578.05,CHTSD
22,2,708.0,733.86,CHTSD
22,2,1177.8,1186.97,CHTSD
22,2,729.67,670.98,CHTSD
22,2,1960.0,1847.68,CHTSD
22,2,916.0,798.05,CHTSD
22,18,5018.0,1833.89,CHTSD
22,18,1554.0,1686.22,CHTSD
22,18,1465.0,1649.79,CHTSD
22,18,2818.0,3105.95,CHTSD
22,18,634.0,706.49,CHTSD
22,18,1830.0,2063.97,CHTSD
22,18,660.0,737.26,CHTSD
22,18,670.0,748.9,CHTSD
22,3,1350.8,1400.76,CHTSD
22,3,968.0,797.73,CHTSD
22,3,1646.25,1731.03,CHTSD
22,3,880.4,796.29,CHTSD
22,3,1313.75,1090.63,CHTSD
22,3,774.43,744.29,CHTSD
22,3,769.33,826.38,CHTSD
22,3,859.33,547.0,CHTSD
22,17,595.67,590.55,CHTSD
22,17,492.8,549.02,CHTSD
22,17,2620.0,1879.73,CHTSD
22,17,455.0,511.99,CHTSD
22,17,727.0,822.36,CHTSD
22,17,1767.0,1773.26,CHTSD
22,17,500.38,481.81,CHTSD
22,17,438.29,499.69,CHTSD
22,12,1477.25,1644.72,CHTSD
22,12,1007.4,1196.93,CHTSD
22,12,1878.67,2088.85,CHTSD
22,12,427.4,497.43,CHTSD
22,12,849.0,914.92,CHTSD
22,12,1844.0,2072.7,CHTSD
22,12,808.75,1012.17,CHTSD
22,12,543.4,526.87,CHTSD
22,11,644.75,832.46,CHTSD
22,11,636.67,721.87,CHTSD
22,11,557.2,593.35,CHTSD
22,11,710.5,897.35,CHTSD
22,11,2673.8,1765.36,CHTSD
22,11,676.4,666.0,CHTSD
22,11,534.13,711.15,CHTSD
22,11,424.33,505.7,CHTSD
22,11,2487.67,4868.21,CHTSD
22,11,919.5,1580.87,CHTSD
22,11,718.0,905.34,CHTSD
22,11,610.67,733.2,CHTSD
22,11,1873.5,2099.49,CHTSD
22,11,677.33,745.42,CHTSD
22,11,979.25,986.05,CHTSD
22,11,559.0,606.01,CHTSD
22,12,2502.0,2753.72,CHTSD
22,12,1992.33,2141.72,CHTSD
22,12,1033.4,1142.7,CHTSD
22,12,1109.75,1102.58,CHTSD
22,12,1630.33,1898.46,CHTSD
22,12,1041.0,1241.75,CHTSD
22,12,1166.6,1367.96,CHTSD
22,12,755.0,853.01,CHTSD
22,11,1002.2,1349.13,CHTSD
22,11,992.0,935.26,CHTSD
22,11,811.0,907.3,CHTSD
22,11,1148.0,1438.09,CHTSD
22,11,555.43,633.86,CHTSD
22,11,974.17,886.89,CHTSD
22,11,482.14,542.03,CHTSD
22,11,322.0,369.12,CHTSD
22,11,1023.45,1065.44,CHTSD
22,11,2470.25,1430.53,CHTSD
22,11,2405.6,2032.87,CHTSD
22,11,464.2,477.56,CHTSD
22,11,791.0,873.29,CHTSD
22,11,1434.44,1479.75,CHTSD
22,11,718.67,729.95,CHTSD
22,11,573.14,661.18,CHTSD
22,11,3138.67,3710.52,CHTSD
22,11,698.0,910.12,CHTSD
22,11,869.17,974.78,CHTSD
22,11,530.4,664.6,CHTSD
22,11,1194.8,1654.01,CHTSD
22,11,530.89,546.46,CHTSD
22,11,824.83,835.36,CHTSD
22,11,619.0,720.83,CHTSD
22,10,3085.71,4119.68,CHTSD
22,10,2106.6,2726.6,CHTSD
22,10,2406.4,3120.4,CHTSD
22,10,1639.0,2329.55,CHTSD
22,10,1909.5,2472.98,CHTSD
22,10,887.0,1147.62,CHTSD
22,10,449.36,567.13,CHTSD
22,10,1861.0,1977.62,CHTSD
22,13,2427.33,2921.58,CHTSD
22,13,867.0,981.04,CHTSD
22,13,2253.75,1932.76,CHTSD
22,13,1029.0,1187.22,CHTSD
22,13,1484.4,1645.51,CHTSD
22,13,2375.67,1624.25,CHTSD
22,13,1767.17,1468.58,CHTSD
22,13,637.0,759.16,CHTSD
22,10,2317.5,3186.82,CHTSD
22,10,618.6,704.89,CHTSD
22,10,882.2,1097.38,CHTSD
22,10,881.38,858.88,CHTSD
22,10,1878.0,2554.37,CHTSD
22,10,656.11,752.35,CHTSD
22,10,1299.0,1544.54,CHTSD
22,10,682.29,797.93,CHTSD
22,11,6827.5,3647.4,CHTSD
22,11,1622.5,2182.98,CHTSD
22,11,1142.75,1296.52,CHTSD
22,11,454.1,674.52,CHTSD
22,11,1696.0,3333.85,CHTSD
22,11,825.0,881.3,CHTSD
22,11,824.25,839.06,CHTSD
22,10,735.43,848.29,CHTSD
22,10,626.5,733.01,CHTSD
22,10,599.33,619.17,CHTSD
22,10,489.33,1251.49,CHTSD
22,10,1107.0,1361.04,CHTSD
22,10,634.0,655.34,CHTSD
22,10,632.67,729.2,CHTSD
22,10,785.0,909.52,CHTSD
22,10,3129.67,4476.47,CHTSD
22,10,767.0,859.27,CHTSD
22,10,1253.8,1145.76,CHTSD
22,10,1044.67,1023.97,CHTSD
22,10,1104.0,2197.52,CHTSD
22,10,1529.17,2001.11,CHTSD
22,10,1735.0,2521.38,CHTSD
22,10,793.5,1038.57,CHTSD
22,11,924.33,1448.8,CHTSD
22,11,712.4,836.1,CHTSD
22,11,1101.69,924.37,CHTSD
22,11,1027.5,2261.4,CHTSD
22,11,1730.33,1700.79,CHTSD
22,11,1662.0,1587.12,CHTSD
22,11,795.67,1031.74,CHTSD
22,11,584.13,498.8,CHTSD
22,10,1191.86,1227.45,CHTSD
22,10,760.33,792.39,CHTSD
22,10,865.33,913.83,CHTSD
22,10,397.38,449.4,CHTSD
22,10,1793.17,3437.53,CHTSD
22,10,1753.4,2239.29,CHTSD
22,10,512.0,589.26,CHTSD
22,10,852.0,940.77,CHTSD
22,11,2392.0,2802.66,CHTSD
22,11,3428.0,3831.54,CHTSD
22,11,647.8,716.83,CHTSD
22,11,1003.67,832.43,CHTSD
22,11,447.67,475.32,CHTSD
22,11,384.33,445.7,CHTSD
22,11,529.4,618.0,CHTSD
22,11,470.0,577.36,CHTSD
22,11,696.86,1002.85,CHTSD
22,11,1795.75,1809.72,CHTSD
22,11,1010.57,1112.05,CHTSD
22,11,1636.2,1710.0,CHTSD
22,11,504.5,430.72,CHTSD
22,11,522.75,563.73,CHTSD
22,11,826.0,838.05,CHTSD
22,11,823.5,849.18,CHTSD
22,10,1330.0,1168.64,CHTSD
22,10,1042.54,1345.09,CHTSD
22,10,916.5,713.12,CHTSD
22,10,1107.0,1324.81,CHTSD
22,10,1122.0,1018.58,CHTSD
22,10,915.0,784.28,CHTSD
22,10,353.0,416.97,CHTSD
22,10,1621.4,2291.7,CHTSD
22,11,1888.75,2227.48,CHTSD
22,11,1413.86,1274.72,CHTSD
22,11,1710.4,1803.59,CHTSD
22,11,1655.0,1489.25,CHTSD
22,11,1989.36,2009.66,CHTSD
22,11,706.25,757.83,CHTSD
22,11,1100.29,1059.66,CHTSD
22,11,1452.0,1519.4,CHTSD
22,10,2193.89,2112.69,CHTSD
22,10,1296.4,1989.52,CHTSD
22,10,922.0,1266.79,CHTSD
22,10,1587.8,1599.56,CHTSD
22,10,937.14,1113.65,CHTSD
22,10,810.67,895.69,CHTSD
22,10,836.0,1122.44,CHTSD
22,10,615.25,800.04,CHTSD
22,10,1369.79,1868.82,CHTSD
22,10,839.5,1230.82,CHTSD
22,10,371.22,597.0,CHTSD
22,10,924.25,1041.98,CHTSD
22,10,580.5,671.49,CHTSD
22,10,843.0,2667.14,CHTSD
22,10,4560.0,792.21,CHTSD
22,10,590.25,649.94,CHTSD
22,8,1374.25,1261.34,CHTSD
22,8,1409.0,1459.48,CHTSD
22,8,424.33,427.58,CHTSD
22,8,553.5,419.28,CHTSD
22,8,1164.0,1316.29,CHTSD
22,8,2505.2,1969.35,CHTSD
22,8,702.17,747.58,CHTSD
22,8,724.75,800.98,CHTSD
22,9,2545.0,4373.51,CHTSD
22,9,1598.5,1305.45,CHTSD
22,9,1629.75,2265.37,CHTSD
22,9,1597.5,2791.68,CHTSD
22,9,1325.33,2192.96,CHTSD
22,9,573.8,863.53,CHTSD
22,9,1220.8,1030.06,CHTSD
22,9,495.0,574.62,CHTSD
22,10,1882.75,1871.7,CHTSD
22,10,2666.33,3010.95,CHTSD
22,10,463.33,506.85,CHTSD
22,10,802.0,659.58,CHTSD
22,10,378.0,381.81,CHTSD
22,10,788.75,759.64,CHTSD
22,10,1047.67,956.33,CHTSD
22,10,1438.0,1301.95,CHTSD
22,8,2360.2,5607.93,CHTSD
22,8,4532.5,4499.66,CHTSD
22,8,996.25,1000.46,CHTSD
22,8,959.67,1056.38,CHTSD
22,8,1371.0,1282.59,CHTSD
22,8,2491.0,4003.88,CHTSD
22,8,1457.5,1606.3,CHTSD
22,8,436.0,509.47,CHTSD
22,9,2280.5,1452.62,CHTSD
22,9,857.0,675.82,CHTSD
22,9,1088.8,842.7,CHTSD
22,9,925.4,757.39,CHTSD
22,9,3352.2,2277.62,CHTSD
22,9,3704.83,1336.95,CHTSD
22,9,1449.0,1097.42,CHTSD
22,9,1512.0,1176.54,CHTSD
22,9,1748.4,3477.28,CHTSD
22,9,3181.0,4741.46,CHTSD
22,9,631.0,877.99,CHTSD
22,9,224.67,281.14,CHTSD
22,9,451.2,707.45,CHTSD
22,9,955.0,1202.19,CHTSD
22,9,756.36,1128.07,CHTSD
22,9,1017.4,1420.22,CHTSD
22,7,4255.8,5165.91,CHTSD
22,7,655.2,816.46,CHTSD
22,7,1745.25,2020.87,CHTSD
22,7,817.33,1003.8,CHTSD
22,7,4668.0,4852.08,CHTSD
22,7,726.5,809.37,CHTSD
22,7,587.25,792.52,CHTSD
22,7,1009.0,1539.96,CHTSD
22,10,2572.5,2114.04,CHTSD
22,10,869.64,687.34,CHTSD
22,10,834.0,919.48,CHTSD
22,10,793.5,686.92,CHTSD
22,10,1278.67,1195.06,CHTSD
22,10,811.75,871.08,CHTSD
22,10,821.75,883.36,CHTSD
22,10,740.5,754.03,CHTSD
22,7,1573.75,1945.83,CHTSD
22,7,441.75,527.0,CHTSD
22,7,682.67,733.44,CHTSD
22,7,886.2,1269.95,CHTSD
22,7,523.64,685.27,CHTSD
22,7,631.0,710.86,CHTSD
22,7,853.5,1525.32,CHTSD
22,7,589.17,647.23,CHTSD
22,5,1353.5,1428.64,CHTSD
22,5,731.2,747.31,CHTSD
22,5,550.17,694.98,CHTSD
22,5,421.67,499.95,CHTSD
22,5,916.33,1003.82,CHTSD
22,5,578.0,717.5,CHTSD
22,5,410.8,484.12,CHTSD
22,5,381.33,571.47,CHTSD
22,5,587.57,570.37,CHTSD
22,5,550.75,618.39,CHTSD
22,5,463.2,531.04,CHTSD
22,5,862.33,997.63,CHTSD
22,5,856.5,1737.53,CHTSD
22,5,499.0,585.37,CHTSD
22,5,675.0,755.14,CHTSD
22,5,578.2,698.5,CHTSD
22,6,999.33,1541.02,CHTSD
22,6,1183.0,1608.16,CHTSD
22,6,628.0,791.96,CHTSD
22,6,1077.2,1306.02,CHTSD
22,6,1214.5,1241.08,CHTSD
22,6,544.33,685.75,CHTSD
22,6,917.0,1080.01,CHTSD
22,6,333.0,361.53,CHTSD
22,4,1834.0,2136.4,CHTSD
22,4,664.0,749.48,CHTSD
22,4,851.5,991.26,CHTSD
22,4,642.83,708.08,CHTSD
22,4,1544.25,1822.59,CHTSD
22,4,607.5,719.99,CHTSD
22,4,735.0,825.63,CHTSD
22,4,812.0,912.55,CHTSD
22,6,7043.33,6068.86,CHTSD
22,6,3610.25,3616.81,CHTSD
22,6,3901.0,2817.2,CHTSD
22,6,6004.0,4088.11,CHTSD
22,6,2144.33,1958.35,CHTSD
22,6,1724.33,1480.54,CHTSD
22,6,2225.0,1560.55,CHTSD
22,6,1924.25,1584.28,CHTSD
22,6,745.0,898.7,CHTSD
22,6,1712.13,2400.72,CHTSD
22,6,2022.5,1518.53,CHTSD
22,6,848.17,1056.66,CHTSD
22,6,951.0,1074.56,CHTSD
22,6,1651.75,1972.91,CHTSD
22,6,737.88,793.46,CHTSD
22,6,1289.0,1392.97,CHTSD
22,4,2203.38,2011.94,CHTSD
22,4,2666.0,2708.64,CHTSD
22,4,2573.5,2308.64,CHTSD
22,4,1383.25,1309.59,CHTSD
22,4,2385.5,2282.14,CHTSD
22,4,928.5,903.73,CHTSD
22,4,670.14,652.12,CHTSD
22,4,1445.38,1290.06,CHTSD
22,7,924.25,1232.71,CHTSD
22,7,827.6,1170.39,CHTSD
22,7,1385.0,1634.92,CHTSD
22,7,986.25,1499.74,CHTSD
22,7,843.5,851.72,CHTSD
22,7,1199.0,1480.51,CHTSD
22,7,918.71,1457.13,CHTSD
22,7,373.67,407.39,CHTSD
22,4,1141.88,823.14,CHTSD
22,4,1565.8,1316.07,CHTSD
22,4,1003.89,778.59,CHTSD
22,4,1271.33,1015.67,CHTSD
22,4,1348.29,930.96,CHTSD
22,4,941.43,751.31,CHTSD
22,4,1080.8,835.07,CHTSD
22,4,910.25,766.24,CHTSD
22,9,1167.21,1614.37,CHTSD
22,9,1281.67,1101.39,CHTSD
22,9,833.33,1101.42,CHTSD
22,9,1054.33,1112.48,CHTSD
22,9,1267.38,2077.11,CHTSD
22,9,1393.75,1520.22,CHTSD
22,9,2342.75,1374.6,CHTSD
22,9,3017.0,1453.93,CHTSD
22,7,884.33,931.2,CHTSD
22,7,411.6,530.53,CHTSD
22,7,409.71,489.19,CHTSD
22,7,499.8,704.13,CHTSD
22,7,800.83,944.67,CHTSD
22,7,531.33,624.76,CHTSD
22,7,1264.8,1621.87,CHTSD
22,7,1345.5,1595.16,CHTSD
22,7,3076.15,1928.07,CHTSD
22,7,2189.2,2066.65,CHTSD
22,7,1115.57,885.28,CHTSD
22,7,735.71,634.18,CHTSD
22,7,2019.5,3566.85,CHTSD
22,7,898.67,984.12,CHTSD
22,7,2465.2,2147.56,CHTSD
22,7,545.56,580.03,CHTSD
22,9,1322.0,1323.97,CHTSD
22,9,1243.0,1311.63,CHTSD
22,9,804.4,866.62,CHTSD
22,9,1670.5,1749.97,CHTSD
22,9,1271.0,1328.95,CHTSD
22,9,528.5,605.03,CHTSD
22,9,949.17,1027.06,CHTSD
22,9,527.5,655.51,CHTSD
22,7,457.5,517.2,CHTSD
22,7,599.8,591.28,CHTSD
22,7,874.5,1026.14,CHTSD
22,7,1063.0,897.49,CHTSD
22,7,750.25,858.2,CHTSD
22,7,554.0,633.73,CHTSD
22,7,1983.0,1804.63,CHTSD
22,7,640.5,781.46,CHTSD
22,8,1487.0,1529.01,CHTSD
22,8,511.33,556.89,CHTSD
22,8,601.75,666.64,CHTSD
22,8,817.67,875.13,CHTSD
22,8,1289.2,1408.91,CHTSD
22,8,852.8,946.31,CHTSD
22,8,1210.8,729.24,CHTSD
22,8,4392.25,3562.66,CHTSD
22,8,1413.13,1749.15,CHTSD
22,8,403.0,518.43,CHTSD
22,8,1112.0,1236.93,CHTSD
22,8,1049.5,1293.82,CHTSD
22,8,979.67,2535.74,CHTSD
22,8,851.5,968.83,CHTSD
22,8,470.6,505.65,CHTSD
22,7,1440.5,1504.27,CHTSD
22,7,955.75,1018.93,CHTSD
22,7,576.67,613.74,CHTSD
22,7,415.88,453.89,CHTSD
22,7,480.0,481.78,CHTSD
22,7,959.5,890.61,CHTSD
22,7,1504.5,1214.36,CHTSD
22,7,509.0,534.07,CHTSD
22,9,1778.67,2331.0,CHTSD
22,9,878.67,1009.51,CHTSD
22,9,1385.0,1301.76,CHTSD
22,9,768.0,689.35,CHTSD
22,9,1767.44,1682.53,CHTSD
22,9,840.0,682.38,CHTSD
22,9,871.0,1035.38,CHTSD
22,9,1115.33,1028.01,CHTSD
22,6,1275.83,1157.52,CHTSD
22,6,807.75,882.48,CHTSD
22,6,530.67,582.58,CHTSD
22,6,546.29,565.94,CHTSD
22,6,1090.6,1160.05,CHTSD
22,6,1267.25,1225.71,CHTSD
22,6,1407.0,1862.89,CHTSD
22,6,653.2,773.53,CHTSD
22,4,1335.25,1481.37,CHTSD
22,4,1198.75,1383.16,CHTSD
22,4,973.4,1012.54,CHTSD
22,4,608.29,710.67,CHTSD
22,4,927.5,1025.31,CHTSD
22,4,812.5,888.9,CHTSD
22,4,596.0,626.68,CHTSD
22,4,672.5,740.47,CHTSD
22,2,848.0,922.99,CHTSD
22,2,1489.0,1618.61,CHTSD
22,2,789.83,779.06,CHTSD
22,2,646.67,800.01,CHTSD
22,2,1525.43,1746.58,CHTSD
22,2,1324.75,1325.09,CHTSD
22,2,1282.5,1367.99,CHTSD
22,2,809.25,870.25,CHTSD
22,2,1014.38,984.02,CHTSD
22,2,1137.33,1318.64,CHTSD
22,2,1221.2,1271.46,CHTSD
22,2,1052.33,1086.37,CHTSD
22,2,1518.0,1597.28,CHTSD
22,2,847.88,837.64,CHTSD
22,2,713.0,731.86,CHTSD
22,2,891.75,956.4,CHTSD
22,4,1523.0,1847.3,CHTSD
22,4,1622.5,2174.42,CHTSD
22,4,688.33,817.12,CHTSD
22,4,1525.0,1572.26,CHTSD
22,4,649.67,801.72,CHTSD
22,4,956.0,983.57,CHTSD
22,4,548.25,639.28,CHTSD
22,4,671.5,781.84,CHTSD
22,2,1022.9,1216.15,CHTSD
22,2,920.42,1022.19,CHTSD
22,2,699.8,750.16,CHTSD
22,2,801.29,889.5,CHTSD
22,2,2290.4,2098.49,CHTSD
22,2,816.5,876.13,CHTSD
22,2,1144.5,1217.48,CHTSD
22,2,1243.67,1410.14,CHTSD
22,3,3782.8,3082.51,CHTSD
22,3,5402.0,3258.13,CHTSD
22,3,1683.0,1266.33,CHTSD
22,3,1261.4,909.07,CHTSD
22,3,2408.0,2200.63,CHTSD
22,3,1684.0,1310.18,CHTSD
22,3,1734.44,1576.13,CHTSD
22,3,1150.0,953.61,CHTSD
22,3,1846.0,2329.75,CHTSD
22,3,2271.2,2577.83,CHTSD
22,3,2501.33,3005.41,CHTSD
22,3,1319.8,1484.69,CHTSD
22,3,3063.5,2097.44,CHTSD
22,3,3564.75,2589.08,CHTSD
22,3,2301.25,1881.9,CHTSD
22,3,1911.0,1546.58,CHTSD
22,2,956.38,1004.86,CHTSD
22,2,1044.83,1143.93,CHTSD
22,2,1698.0,1750.21,CHTSD
22,2,1158.33,1286.06,CHTSD
22,2,765.86,764.9,CHTSD
22,2,1058.75,1121.15,CHTSD
22,2,734.17,838.03,CHTSD
22,2,628.0,626.84,CHTSD
22,4,1620.33,2084.97,CHTSD
22,4,612.4,653.16,CHTSD
22,4,1295.0,1320.23,CHTSD
22,4,1322.5,1263.13,CHTSD
22,4,1235.0,1339.66,CHTSD
22,4,1642.5,1983.18,CHTSD
22,4,1656.0,1556.96,CHTSD
22,4,1123.17,1301.09,CHTSD
22,2,1659.2,1976.67,CHTSD
22,2,2913.71,1993.41,CHTSD
22,2,5038.0,3106.78,CHTSD
22,2,2521.25,2038.05,CHTSD
22,2,963.43,818.27,CHTSD
22,2,1330.5,834.01,CHTSD
22,2,860.13,947.45,CHTSD
22,2,1305.2,1002.72,CHTSD
22,6,731.75,834.66,CHTSD
22,6,1097.0,793.44,CHTSD
22,6,1156.0,1248.05,CHTSD
22,6,631.6,707.65,CHTSD
22,6,849.6,905.02,CHTSD
22,6,1479.25,1308.02,CHTSD
22,6,667.0,728.23,CHTSD
22,6,2487.5,2645.14,CHTSD
22,4,2696.0,3091.58,CHTSD
22,4,2207.8,2460.48,CHTSD
22,4,712.0,752.53,CHTSD
22,4,791.25,853.49,CHTSD
22,4,643.4,741.43,CHTSD
22,4,1423.8,1666.02,CHTSD
22,4,1568.67,1854.01,CHTSD
22,4,1037.89,1324.27,CHTSD
22,4,606.0,517.99,CHTSD
22,4,2226.75,1536.54,CHTSD
22,4,418.0,419.19,CHTSD
22,4,1185.0,1135.82,CHTSD
22,4,1039.5,928.03,CHTSD
22,4,877.0,813.35,CHTSD
22,4,602.86,630.24,CHTSD
22,4,1048.25,796.23,CHTSD
22,5,1329.6,1371.38,CHTSD
